stemming,label,total_weight,word_weights
janji_jiwa kopi gadis kretek sayang sekarang engga double shaken kopi kenang americano no sugar extra shot daily favorit fore aren latte less sugar nako kahlua kopi extra duren lebih enak,positive,17,"[0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 5]"
tuku kopi susu tetangga point coffee palm sugar latte,positive,2,"[0, 0, 0, 0, 0, 2, 0, 0, 0]"
enggak rekomen janji_jiwa apa americanonya,negative,-3,"[0, 0, 0, -3, 0]"
lagi apa enak sbux kalau dunia fore janji_jiwa kopi susu sahabat,positive,3,"[-3, -3, 5, 0, -1, 1, 0, 0, 0, 0, 4]"
toast janji_jiwa,positive,4,"[4, 0]"
jir aku dengar get a guitar janji_jiwa apart,positive,1,"[-3, 2, 2, 0, 0, 0, 0, 0]"
kalo kafe janji_jiwa sih kalo kopi lebih enak point coffee,positive,4,"[0, -4, 0, 0, 0, 0, 1, 5, 0, 2]"
janji_jiwa kali egk ajar soal budrek habis,positive,3,"[0, 0, 0, 1, -1, 0, 3]"
prefer janji_jiwa kopi kenang kalo janji_jiwa suka soy coffee latteice latte kalo kopi kenang suka salted caramel macchiato heheheh,positive,14,"[0, 0, 0, 3, 0, 0, 3, 0, 2, 0, 0, 0, 0, 3, 3, 0, 0, 0, 0]"
mau janji_jiwa,positive,5,"[5, 0]"
sokor enggak ada tuku fore kopi kenang janji_jiwa,positive,7,"[0, 0, 4, 0, 0, 0, 3, 0]"
bwang coba fore deh enak banget sfucks,positive,8,"[0, 2, 0, 0, 5, 1, 0]"
saran tempat ajar enak janji_jiwa,positive,11,"[2, 3, 1, 5, 0]"
janji_jiwa banyak promo aplikasi,positive,2,"[0, 3, 3, -4]"
padahal fore kopi kenang janji_jiwa gakalah enak,positive,8,"[0, 0, 0, 3, 0, 0, 5]"
han janji_jiwa ready jp enggak keluarkann,positive,1,"[0, 0, 1, 0, 0, 0]"
kalo masalah sbux ganti minum,negative,-4,"[0, -4, 0, 3, -3]"
indonesia banyak kok minum janji_jiwa dan lain lain memang kalo enggak minum sbux mati,negative,-3,"[0, 3, 0, -3, 0, 0, -4, -4, 4, 0, 0, -3, 0, 4]"
dukung wapres pikir nya guna jangan hilang rasa manusia,positive,11,"[4, 0, 1, 0, 1, -3, 3, 2, 3]"
masalah formula kopi kenang janji_jiwa tomorro flazz tuh enggak cocok gua enggak balanced komposisi i hate creamysweet too much susu sapi ngaruh rasa kopi pengin berak total,negative,-10,"[-4, 0, 0, 3, 0, 0, 0, 0, 0, 4, -3, 0, 0, 0, 0, -5, 0, 0, 0, 0, -3, 0, 2, 0, 0, -4, 0]"
salah pak anies harus semua gerai sb ganti sama janji_jiwa,negative,-6,"[-4, 0, 0, -5, -3, 0, 0, 3, 3, 0]"
janji_jiwa kopi kamu enggak enak anjir sepet,positive,6,"[0, 0, 0, 0, 5, 1, 0]"
pernah coba geber janji_jiwa engga,positive,2,"[0, 2, 0, 0, 0]"
maupun burher nasi geber,positive,2,"[0, 0, 2, 0]"
aku coba botol kak memang benar barista langsung encer banget,positive,14,"[2, 2, 0, 0, 4, 2, 0, 3, 0, 1]"
kayak janji_jiwa deh rasa,negative,-1,"[-3, 0, 0, 2]"
maaf aku bukan caleg suka obral janji mam janji_jiwa,negative,-4,"[2, 2, -3, 0, 3, -3, 0, -5, 0]"
aku suka,positive,5,"[2, 3]"
murah koa cafe talk kopi janji_jiwa holidey,positive,3,"[3, 0, 0, 0, 0, 0, 0]"
kopi kenang kalau ken murah maneh ataso wakehhh warung kopi warung kopi nde njero desae murah maneh tukuoo degan bakar sak gorengane pricey akara iki priceyyy worth panganane enak enak nder pesenkopi olive branch,positive,16,"[0, 3, -1, 3, 3, -3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, -3, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 5, 5, 0, 0, 0, 0]"
padahal fore kopi kenang tomoro janji_jiwa tuku titik koma kopi hati kopisyop lain sih pilih produk boikot kurang rese sih astaga attitude nolllllllllll,negative,-1,"[0, 0, 0, 3, 0, 0, 0, -3, 0, 0, 2, 0, -4, 0, -2, 3, 0, -3, 0, 0, 3, 0, 0]"
enggak tidur,positive,3,"[0, 3]"
sendiri soal beli kopi janji_jiwa gelas malam malam,negative,-4,"[-3, -1, 2, 0, 0, 0, -1, -1]"
pernah kasih gaco ayam urab minyak goreng cookies balon gelang susu cimory green tea janji_jiwa,positive,1,"[0, 2, -2, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]"
sekarang minum starbucek bukan kerenedgy malu engga langsung dukung israel,positive,3,"[0, -3, 0, -3, 0, 2, 0, 3, 4, 0]"
pak saran kopi lokal enak fore point coffee tomoro janji_jiwa lain hati kopi kenang dan kawan kawan,positive,10,"[0, 2, 0, 0, 5, 0, 0, 2, 0, 0, -4, 2, 0, 3, 0, 0, 0]"
ges aku kemarin beli janji_jiwa turut enak banget wkwkw deh enggak usah jauh sbuck tertawa,positive,3,"[0, 2, 0, 2, 0, -3, 5, 1, 0, 0, 0, -5, -4, 0, 5]"
sbucks terlalu overrated,negative,-3,"[0, -3, 0]"
kopi dikit gula banyak susu bleber,negative,-1,"[0, -4, 0, 3, 0, 0]"
lebih baik tomoro janji_jiwa point cf kopi kenang sbucks,positive,7,"[1, 3, 0, 0, 0, 0, 0, 3, 0]"
padahal lebih enak point fore tuku janji_jiwa kopi kenang tomoro luwak kapal api kopi abc indocafe kopiko,positive,10,"[0, 1, 5, 0, 0, 0, 0, 0, 3, 0, 0, -3, 4, 0, 0, 0, 0]"
cari kopi enak dkt rumah fore point coffee janji_jiwa amp kopi kenang sih tempat cozy nugas beberapa hari survei qaddarallah sakit jadi nugas dkt rumah biasany pus gtkm rumah,positive,18,"[-3, 0, 5, 0, 3, 0, 0, 2, 0, 0, 0, 3, 0, 3, 0, 0, 3, 0, 0, 0, -5, 1, 0, 0, 3, 0, 0, 0, 3]"
enggak rumah aja,positive,4,"[0, 3, 1]"
gmpng goda rebah ampsemuany halalcertified,positive,4,"[0, 2, 2, 0, 0]"
kemarin aku janji_jiwa reflek bilang kak up berapa garagara tanya harga fak lah ajg malu banget,positive,10,"[0, 2, 0, 0, 0, 0, 0, 0, 0, 2, 3, 0, 0, 0, 2, 1]"
baru saja minum kopi janji_jiwa pangsut dewenan lah ndelok wong mbucin soale bucinane kene engga onok,negative,-6,"[0, -3, -3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
peluang begini sb bangkrut kopi lokal tingkat value minat kopi kenang janji_jiwa dan lain lain peluang luas jangkau outlet baru cipta peluang kerja baru engga sederhana sebenrnya nenek bilang pada mati tumbuh,positive,3,"[0, -1, 0, -5, 0, 0, 1, 0, 4, 0, 3, 0, 0, -4, -4, 0, 3, 0, 0, 0, 0, 0, 2, 0, 0, 3, 0, 0, 0, -3, 4, 0]"
fore kopi kenang janji_jiwa indonesia beli sbucks tuh slebew tertawa,positive,10,"[0, 0, 3, 0, 0, 2, 0, 0, 0, 5]"
chaan padahal kopi janji_jiwa lebih enak,positive,6,"[0, 0, 0, 0, 1, 5]"
pernah dijajanin janji_jiwa sama syangku,positive,3,"[0, 0, 0, 3, 0]"
jadi pengin janji_jiwa,positive,1,"[1, 0, 0]"
janji_jiwa kopi kenang point,positive,3,"[0, 0, 3, 0]"
negara excelso kopi kenang janji_jiwa kalian ikat sama starbucks,positive,7,"[0, 0, 0, 3, 0, 0, 1, 3, 0]"
ckckck jangan kasih makan gengsi,positive,4,"[0, -3, 2, 1, 4]"
hati janji_jiwa,positive,2,"[2, 0]"
hemat budget sama partner magang kalo beli kopi abangabang kopi jago rindu juta jiwa punya janji_jiwa kapal api corner,positive,20,"[4, 0, 3, 0, 0, 0, 2, 0, 0, 0, 3, 2, 2, 0, 3, 0, -3, 4, 0]"
lumayan,positive,1,[1]
depan kantor kamu enggak ada abangabang starling,positive,5,"[1, 0, 0, 0, 4, 0, 0]"
kayak rindu jago haus juta jiwa janji_jiwa,positive,4,"[-3, 2, 3, 0, 2, 0, 0]"
janji_jiwa xiboba tomoro calf tuku jago semua semua deh,negative,-3,"[0, 0, 0, 0, 0, 3, -3, -3, 0]"
janji_jiwa tomoro sama point coffe,positive,3,"[0, 0, 3, 0, 0]"
kopi susu sahabat janji_jiwa brooo,positive,4,"[0, 0, 4, 0, 0]"
enak banget aku picky sama kopi,positive,11,"[5, 1, 2, 0, 3, 0]"
lebih baik fore apa kopi tuku,positive,1,"[1, 3, 0, -3, 0, 0]"
janji_jiwa enak,positive,5,"[0, 5]"
eh sumpah toast janji_jiwa murce banget worth kalo beli combo biasa kan kopi kalo gratis americano,positive,16,"[0, 3, 4, 0, 0, 1, 0, 0, 2, 0, 2, 0, 0, 0, 4, 0]"
yuk promo nic promo potong,positive,8,"[4, 3, 0, 3, -2]"
we deff got much great taste coffee brand kayak fore point kopi kenang janji_jiwa,positive,2,"[0, 0, -3, 0, 3, 0, 2, 0, -3, 0, 0, 0, 3, 0]"
cafe cafe dekat rumah bukan franchise kopi enak,positive,6,"[0, 0, 1, 3, -3, 0, 0, 5]"
pikir kopi overpriced,positive,1,"[1, 0, 0]"
kopi kenang janji_jiwa lebih enak murce,positive,9,"[0, 3, 0, 1, 5, 0]"
well point kopi kenang janji_jiwa umkm lain mantepmantep kok,negative,-1,"[0, 0, 0, 3, 0, 0, -4, 0, 0]"
anjj janji_jiwa naik,positive,1,"[0, 0, 1]"
starbucks overprice banget and big no buat americano nya soal light banget padahal double shot,positive,2,"[0, 0, 1, 0, 0, 0, 1, 0, 0, -1, 0, 1, 0, 0, 0]"
kalo dibandingin lebih baik fore single shot kentel,positive,7,"[0, 0, 1, 3, 0, 3, 0, 0]"
kopi kenang lumayan enak janji_jiwa cocok buat suka dominan manis,positive,25,"[0, 3, 1, 5, 0, 4, 1, 3, 3, 5]"
kamu lebih baik beli tomoro kopi kenang janji_jiwa fore point coffee kapai beli produk begituu,positive,16,"[0, 1, 3, 2, 0, 0, 3, 0, 0, 0, 2, 0, 2, 3, 0]"
memang kamu gadapet sms sbux apa suka promo promo besar,positive,14,"[4, 0, 0, 0, 0, -3, 3, 3, 3, 4]"
tuh rugi bandar makanya cari strategi tuh usaha,negative,-11,"[0, -5, -4, 0, -3, 0, 0, 1]"
walopun aku bosan fore hayuk keep boycotting point coffee tomoro kopi kenang janji_jiwa dan kawan kawan,positive,7,"[0, 2, 0, 0, 0, 0, 0, 0, 2, 0, 0, 3, 0, 0, 0, 0]"
aku tim kopi kenang sama janji_jiwa lebih murcee,positive,5,"[2, -4, 0, 3, 3, 0, 1, 0]"
tomoro lawson xing fu tang maxx coffee kata mau janji_jiwa,positive,6,"[0, 0, 0, 0, 0, 0, 2, -1, 5, 0]"
sumpah kopi susu sahabat janji_jiwa lebih enaaa murah dibandingken sama sih rewel banget,positive,11,"[3, 0, 0, 4, 0, 1, 0, 3, 0, 3, 0, -4, 1]"
pengin janji_jiwa lama engga beli,negative,-2,"[0, 0, -4, 0, 2]"
padahal lebih enak lebih murah harga tomoro kopi kenang janji_jiwa cappucinonya yotta kopi soe starbak,positive,11,"[0, 1, 5, 1, 3, 3, 0, 0, 3, 0, 0, 0, 0, -5, 0]"
lama enggak beli janji_jiwa dah lupa,negative,-4,"[-4, 0, 2, 0, -3, 1]"
tmptku bnykan kopi kenang janji_jiwa tomoro,positive,3,"[0, 0, 0, 3, 0, 0]"
pernah coba point fore janji_jiwa kopi kenang matcha bae feel matcha dan kawan kawan memang paling enak tuh starbucks,positive,16,"[0, 2, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 4, 2, 5, 0, 0]"
padahal toast sama eskopi janji_jiwa kalo promo cuma ribu,positive,13,"[0, 4, 3, 0, 0, 0, 3, 3, 0]"
janji_jiwa lebih enak non coffee nya,positive,8,"[0, 1, 5, 0, 2, 0]"
negara punya kopi janji_jiwa kamu pikir pilih starbucks,positive,2,"[0, 3, 0, 0, 0, 1, -2, 0]"
padahal fore janji_jiwa tomoro kopi kenang banyak their better tahan starbrakeu,positive,9,"[0, 0, 0, 0, 0, 3, 3, 0, 2, 1, 0]"
kopi kenang janji_jiwa enak banyak banget pilih sini kedai kopi kayak banyak bingung sih,positive,10,"[0, 3, 0, 5, 3, 1, -2, 0, 0, 0, -3, 3, 0, 0]"
baru tau,positive,2,"[0, 2]"
mesen janji_jiwa kelaperan kenyang sendiri engga datang weh tau mesen kopi tadi,negative,-2,"[0, 0, 0, 3, -3, 0, -4, 0, 2, 0, 0, 0]"
ril penasaran kapai elah,negative,-3,"[0, -3, 0, 0]"
tomoro fore kopi kenang janji_jiwa like where i miss,negative,-1,"[0, 0, 0, 3, 0, 0, 0, 0, -4]"
point coffee janji_jiwa fore lebih enakkkk,positive,3,"[0, 2, 0, 0, 1, 0]"
aku pernah coba fore kalo sama janji_jiwa sih,positive,7,"[2, 0, 2, 0, 0, 3, 0, 0]"
ku lebih suka kopi kenang kak janji_jiwa,positive,7,"[0, 1, 3, 0, 3, 0, 0]"
nya memang masuk kategori matcha enak yaaak,positive,6,"[0, 4, -3, 0, 0, 5, 0]"
boikot tegas isriwil jahat manusia boikot indonesia point coffe janji_jiwa kopi kenang warung kopi dekat dan lain lain dan kawan kawan,negative,-5,"[0, 0, 0, -4, 3, 0, 0, 0, 0, 0, 0, 3, 0, 0, 1, 0, -4, -4, 0, 0, 0]"
gofood janji_jiwa malas ngambil depan abang masuk dalem rumah enggak malas gerak bangun kasur,negative,-13,"[0, 0, -4, 0, 1, 0, -3, -2, 3, 0, -4, 0, 0, -4]"
fore kopi kenang janji_jiwa point coffee jco starbucks cuma menang logo tertawa rasa kopi coffee shop lokal enggak kalah enak kok,positive,22,"[0, 0, 3, 0, 0, 2, 0, 0, 3, 4, 0, 5, 2, 0, 2, 0, 0, 0, -4, 5, 0]"
janji_jiwa taman topi enak,positive,6,"[0, 1, 0, 5]"
surprisingly burger janji_jiwa enak nyata,positive,9,"[0, 0, 0, 5, 4]"
wkwkwkwk deh hilang akal tuh lagi kop ken point janji_jiwa lebih enak murahoh produk lokal,positive,12,"[0, 0, 3, 0, 0, -3, 0, 3, 0, 0, 1, 5, 0, 3, 0]"
enggak tau kalo bubuk,negative,-3,"[0, 2, 0, -5]"
baru nemu matcha paling enak cuma kopi kenang,positive,11,"[0, -2, 0, 2, 5, 3, 0, 3]"
janji_jiwa dulu enak sekarang kurang banget,positive,3,"[0, 0, 5, 0, -3, 1]"
yaampun americano janji_jiwa kayak kawa ijo gaenak banget,negative,-7,"[0, 0, 0, -3, 0, 0, -5, 1]"
kopi kenang gtgtgtgt janji_jiwa,positive,3,"[0, 3, 0, 0]"
tetap boikot lebih baik janji_jiwa engga koi nder enak koj,positive,12,"[3, 0, 1, 3, 0, 0, 0, 0, 5, 0]"
temu ganti ksk kopi susu sahabat janji_jiwa,positive,9,"[2, 3, 0, 0, 0, 4, 0]"
enak banget sumpahhhhh aaghhhhh akhir kopi janji_jiwa minum,positive,3,"[5, 1, 0, 0, 0, 0, 0, -3]"
fore tuku kopi kenang janji_jiwa tuh enak banget tau affordable,positive,11,"[0, 0, 0, 3, 0, 0, 5, 1, 2, 0]"
nder indonesia banyak coffee shop jauh lebih enak banding sbux harga jauh lebih affordable ex point coffee tuku kopi kenang janji_jiwa dan lain lain,positive,6,"[0, 0, 3, 2, 0, -4, 1, 5, 3, 0, 3, -4, 1, 0, -1, 0, 2, 0, 0, 3, 0, 0, -4, -4]"
indomaret point lho enak fore iya enggak kalah enak janji_jiwa enggak sono kurang e warung kopi belah iya tambah enak nemen kari pilih,positive,4,"[0, 0, 0, 5, 0, 0, 0, -4, 5, 0, 0, 0, -3, 0, 0, 0, -5, 0, 3, 5, 0, 0, -2]"
semua orang kalau mau mam ayam banget coba jatinangor house benar enaaakk huhuhuhu semua orang jajan kopi kenang janji_jiwa minum jajan fm lawson enak enak were still boycotting mam ricis minum point jago,positive,3,"[-3, 0, -1, 5, -5, 0, 1, 2, 0, 0, 2, 0, 0, -3, 0, 0, 0, 3, 0, -3, 0, 0, 0, 5, 5, 0, 0, 0, -5, 0, -3, 0, 3]"
tetap boikot lah terus kopi nya mahal point coffee sama janji_jiwa sama kopi kenang enak,positive,20,"[3, 0, 0, 0, 0, 0, 1, 0, 2, 3, 0, 3, 0, 3, 5]"
boikot ajeeee tomoro fore point kopi kenang janji_jiwa,positive,3,"[0, 0, 0, 0, 0, 0, 3, 0]"
percaya masingmasing awal cuma mau bilang kopi shop sekarang banyak saing kok,positive,16,"[2, 0, 3, 3, 5, 0, 0, 0, 0, 3, 0, 0]"
kayak janji_jiwa mantan tomoro,negative,-6,"[-3, 0, -3, 0]"
boikot engga boikot truth matters benar mah coffee shop lokal gtgtgtgtgtgt sbux engga pernah minum sbux indonesia jadi enggak tau rasa kopi kayak bagaimana,positive,3,"[0, 0, 0, 0, 0, 2, 0, 2, 0, 0, 0, 0, 0, 0, -3, 0, 0, 1, 0, 2, 2, 0, -3, 0]"
dulu waktu us hampir tiap hari minum rasa biasa anjir lebih enak janji_jiwa sama fore,positive,11,"[0, 0, 0, 0, 0, 0, -3, 2, 2, 1, 1, 5, 0, 3, 0]"
decided take maters into account pergi janji_jiwa nya langsung,positive,4,"[0, 0, 0, 0, 0, 1, 0, 0, 3]"
biasa sore memang jalan sore janji_jiwa cuma tadi malas gerak mikir bantu apps tambah biaya should know better,positive,15,"[2, 0, 4, 0, 0, 0, 3, 0, -4, 0, 2, 3, 0, 3, 0, 0, 0, 2]"
point coffee kopi kenang janji_jiwa tomoro tuku sama enak,positive,13,"[0, 2, 0, 3, 0, 0, 0, 3, 5]"
terus taste like a company that doesn t support genocide,positive,4,"[0, 0, 0, 0, 0, 0, 0, 0, 4, 0]"
maaf nder mau boikot engga aku memang engga suka kopi sbuk lebih enak kopi indonesia janji_jiwa favorit ku engga boikotignorant gengsi nya tinggi tuh oops,positive,34,"[2, 0, 5, 0, 0, 2, 4, 0, 3, 0, 0, 1, 5, 0, 0, 0, 5, 0, 0, 0, 4, 0, 3, 0, 0]"
eh kamu coba kopi baru janji_jiwa kopi susu sahabat enak tcuyyy,positive,11,"[0, 0, 2, 0, 0, 0, 0, 0, 4, 5, 0]"
mau toast janji_jiwa om otter,positive,9,"[5, 4, 0, 0, 0]"
eh sumpah happy banget hari me time jajan mau beli mau tadi coba pus walkot erti cara wkwkw maaf mas janji_jiwa tadi saldo kurang goceng wkwkw,positive,26,"[0, 3, 5, 1, 0, 0, 0, 0, 5, 2, 5, 0, 2, 0, 0, 2, 0, 0, 2, 0, 0, 0, 2, -3, 0, 0]"
matcha kopkengtgtgtgtmatcha janji_jiwa maaf janji_jiwa sekarang aku paling matcha soy milk mu,positive,6,"[0, 0, 0, 2, 0, 0, 2, 2, 0, 0, 0, 0]"
kemarin beli coba matchanya janji_jiwa mumpung promo shopee minum habis sesal wkwkwkwkwk,positive,10,"[0, 2, 2, 0, 0, 2, 3, 0, -3, 3, 1, 0]"
harga cuma ribu cup gede coy sptnya promo hari jumat outlet banyu putih enggak ada bjir tadi nemu jati raya awoakwok thx janji_jiwa,positive,11,"[3, 3, 0, 0, 2, 0, 0, 3, 0, 2, 0, 0, -4, 0, 4, 0, 0, -2, 0, 0, 0, 0, 0]"
janji_jiwa terus ketemu teman gwww jjeeeerrr nengon kiri anak dulu tengok kanan anak sama,negative,-3,"[0, 0, 1, 0, 0, 0, 0, -3, -3, 0, 2, 0, -3, 3]"
beli kopi janji_jiwa large minum minum air putih,negative,-9,"[2, 0, 0, 0, -3, -3, -1, -4]"
harga chili harga kopi janji_jiwa,positive,6,"[3, 0, 3, 0, 0]"
pusing dekat tempat gua kerja tuku janji_jiwa kopi kenang tomoro fore lawson familymart circle mangkok esteh payakumbuh roji sama ichisan,positive,5,"[-4, 1, 3, -3, 2, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0]"
duit gua habis buat jajan anjir,positive,2,"[0, -3, 3, 1, 0, 1]"
janji_jiwa cuma kalo promo,positive,6,"[0, 3, 0, 3]"
kopi sachet cuma seduh abang starling jadi genep,positive,4,"[0, 0, 3, 0, 0, 0, 1, 0]"
tergoblokk janji_jiwa banyuputih malah pesan janji_jiwa lewat app lokasi jati raya,positive,4,"[0, 0, 0, 0, 2, 0, 2, 0, 0, 0, 0]"
kyeom janji_jiwa shua henggarae interpark kira,positive,2,"[0, 0, 0, 0, 0, 2]"
deh kudonlod tebus minimal kpsusu janji_jiwa toast,positive,1,"[0, 0, 0, -3, 0, 0, 4]"
kalo aku biasa janjiwkopken,positive,4,"[0, 2, 2, 0]"
oke sok far kopi jago kopi janji_jiwa,positive,5,"[2, 0, 0, 0, 3, 0, 0]"
sini cuy janji_jiwa dagoo aku sendiriann,positive,2,"[0, 0, 0, 0, 2, 0]"
kopi susu sahabat janji_jiwa enakkk bgtbgtbgttt,positive,4,"[0, 0, 4, 0, 0, 0]"
sekarang gencar nyasarin bisnis fmcg kembang,positive,6,"[0, 0, 0, 3, 0, 3]"
mixue janji_jiwa kopi kenang fore tomoro ground coffee chatime dan lain lain whew wkwkw,negative,-3,"[0, 0, 0, 3, 0, 0, 0, 2, 0, 0, -4, -4, 0, 0]"
kalo kayak chatime janji_jiwa kopi kenang dan lain lain kena pajak minum man,negative,-18,"[0, -3, 0, 0, 0, 3, 0, -4, -4, -3, -3, -3, -1]"
kalo menang giveaway mau beli janji_jiwa kapan menang,positive,15,"[0, 4, 0, 5, 2, 0, 0, 4]"
buat cewek ayo janji_jiwa nugas obrol bareng tak traktir mumpung promo,positive,13,"[1, 0, 4, 0, 0, 0, 3, 0, 0, 2, 3]"
beli fore janji_jiwa hari,positive,2,"[2, 0, 0, 0]"
next kamu kak,negative,-2,"[-2, 0, 0]"
dk janji_jiwa balikkk ganti bulan amin,positive,5,"[0, 0, 0, 3, -1, 3]"
kemarin engga sengaja base cuma lewat terus rep mau opslot wonu kondangan rd kira,positive,10,"[0, 0, -2, 0, 3, 2, 0, 0, 5, 0, 0, 0, 0, 2]"
enggak apa banget rd luarr penting no pairno bundle bismillah dk janji_jiwa sama wonu selca carland pulangg yhhh ganti bulannn,positive,11,"[0, -3, 1, 0, 0, 3, 0, 0, 0, 4, 0, 0, 3, 0, 0, 0, 0, 0, 3, 0]"
hidup sukabumi kalo engga fore janji_jiwa kalo engga point kalo bosan kopi chatime,positive,2,"[2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
tlah jadi saksi btw manifest dk janji_jiwa no pair no bundle wkwkw mmf,positive,2,"[0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
langsung beli enak banget matcha nya janji_jiwa,positive,11,"[3, 2, 5, 1, 0, 0, 0]"
hari biasa siii tadi siang senang jajan janji_jiwa murah hehehehe kalo malam begini sedih dikit soal kayak cepat banget,negative,-1,"[0, 2, 0, 0, 0, 5, 0, 0, 3, 0, 0, -1, -1, -5, -4, -1, -3, 3, 1]"
kalo kopi keliling janji_jiwa sih enak itu kopi keliling janji_jiwa,positive,3,"[0, 0, 0, 0, 0, 5, -2, 0, 0, 0]"
kalo janji_jiwa enggak tau lama enggak minum janji_jiwa,negative,-5,"[0, 0, 0, 2, -4, 0, -3, 0]"
deh sembuh jastip janji_jiwa,positive,4,"[0, 4, 0, 0]"
susu coklat janji_jiwa enak banget sumpah,positive,9,"[0, 0, 0, 5, 1, 3]"
baru coba kopi susu sahabat janji_jiwa baru enakkkk gula kayak rasa kacang mana promo cuma ribu,positive,11,"[0, 2, 0, 0, 4, 0, 0, 0, 0, -3, 2, 0, 0, 3, 3, 0]"
janji_jiwa minum sama toast nya,positive,4,"[0, -3, 3, 4, 0]"
lihat betapa ku mencintau kopsu sahabat nya janji_jiwa,positive,11,"[3, 4, 0, 0, 0, 4, 0, 0]"
wow nemu janji_jiwa dimans,negative,-2,"[0, -2, 0, 0]"
tweet orang mahasiswi area kampus baru coffee shop benar janji_jiwa,positive,4,"[0, 0, 0, 0, 0, 0, 2, 0, 2, 0]"
nih kopi susu janji_jiwa warna gelap banget deh,negative,-3,"[0, 0, 0, 0, 0, -4, 1, 0]"
aku habis jajan janji_jiwa,positive,5,"[2, 3, 0, 0]"
baru tau janji_jiwa singkong goreng,positive,3,"[0, 2, 0, 0, 1]"
wonu kondangan akhir pulang no pair no bundle no take all harga mursida memang kunci sabar tawakal,positive,18,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 4, 3, 5, 3]"
terima kasi banyakkk membantuuu khususnyaa kak dk janji_jiwa hubungin kak sekian terima kasih,positive,3,"[2, -3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 2]"
lancar ibadah agama fore agama janji_jiwa seret malas banget antri,negative,-1,"[4, 4, -3, 0, -3, 0, 0, -4, 1, 0]"
janji_jiwa promo beli l time nya pas banget abok kopi janji_jiwa tiap hari,positive,9,"[0, 3, 2, 0, 0, 0, 3, 1, 0, 0, 0, 0, 0]"
bingung lebih baik kopi kenang janji_jiwa,positive,7,"[0, 1, 3, 0, 3, 0]"
janji_jiwa kaya promo again deh,positive,5,"[0, 2, 3, 0, 0]"
pancong depan gerbang utama katsu katsubing katsukai seblak nemu pas kopi janji_jiwa esteh on tea cempaka piscok piscok tara cempaka kebab coba salad buah coba stik kentang depan enggak nangka,positive,11,"[0, 1, 0, 0, 0, 0, 0, 0, -2, 3, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 2, 0, 2, 2, 0, 0, 1, 0, 0]"
fess kalian coba new menu nya janji_jiwa,positive,2,"[0, 0, 2, 0, 0, 0, 0]"
coba review deh aku creamy kopi enggak strong jujur kopi mirip sama kopi botol enggak tau kopi apa kayak susu enggak pakai fresh milk pakai skm,positive,6,"[2, 0, 0, 2, 0, 0, 0, 0, 4, 0, 1, 3, 0, 0, 0, 2, 0, -3, -3, 0, 0, 0, -2, 0, 0, 0]"
overall enak tetap lebih suka kopi susu gula aren,positive,12,"[0, 5, 3, 1, 3, 0, 0, 0, 0]"
pancong burjoin katsu katsukai seblak bageur kopi caramel machiato janji_jiwa esteh ontea piscok tara kebab milenial salad buah stik kentang,positive,4,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 2, 0, 0]"
sedih banget janji_jiwa sini bakal tutup lebay beli toast,negative,-4,"[-5, 1, 0, 0, 0, -2, -4, 2, 4]"
wth sekarang janji_jiwa ukur reguler jadi kecil banget coy,positive,2,"[0, 0, 0, 3, 0, 1, -3, 1, 0]"
dah belikan janji_jiwa tetap enggak balas chat,positive,3,"[-3, -1, 0, 3, 0, 1, 3]"
pancong papa pancong katsu katsukai seblak hot gendis kopi janji_jiwa vanilla late esteh teh kota original es teh solo teh kampoel piscok dudu cempaka kebab hans syahadah salad buah stik kentang,positive,6,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, -1, 0, 0, 1, 2, 1, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0]"
pancong katsu katsukai seblak seblak prasmanan kopi janji_jiwa esteh piscok kebab roti bakar masbro salad buah java jus stik kentang yumna potato sebrang bomah,positive,3,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0]"
jadi kalo kangen kopi jadul pas rumah pesan janji_jiwa ongkirnya sangat sahabat,positive,16,"[1, 0, 3, 0, -3, 3, 3, 2, 0, 0, 3, 4]"
